,depth,hid_feature,num_tfmamba,d_state,d_conv,expand,#parameters,model_size,#parameters(KB),exp_name
1584,3,64,1,4,1,2,831441,3293.29296875,811.9541015625,dep3_h64_tf1_ds4_dc1_ex2
1585,3,64,1,4,1,3,886737,3509.29296875,865.9541015625,dep3_h64_tf1_ds4_dc1_ex3
1586,3,64,1,4,1,4,942033,3725.35546875,919.9541015625,dep3_h64_tf1_ds4_dc1_ex4
1587,3,64,1,4,2,2,831953,3295.29296875,812.4541015625,dep3_h64_tf1_ds4_dc2_ex2
1588,3,64,1,4,2,3,887505,3512.29296875,866.7041015625,dep3_h64_tf1_ds4_dc2_ex3
1589,3,64,1,4,2,4,943057,3729.35546875,920.9541015625,dep3_h64_tf1_ds4_dc2_ex4
1590,3,64,1,4,3,2,832465,3297.29296875,812.9541015625,dep3_h64_tf1_ds4_dc3_ex2
1591,3,64,1,4,3,3,888273,3515.29296875,867.4541015625,dep3_h64_tf1_ds4_dc3_ex3
1592,3,64,1,4,3,4,944081,3733.35546875,921.9541015625,dep3_h64_tf1_ds4_dc3_ex4
1593,3,64,1,8,1,2,837585,3317.29296875,817.9541015625,dep3_h64_tf1_ds8_dc1_ex2
1594,3,64,1,8,1,3,895953,3545.29296875,874.9541015625,dep3_h64_tf1_ds8_dc1_ex3
1595,3,64,1,8,1,4,954321,3773.35546875,931.9541015625,dep3_h64_tf1_ds8_dc1_ex4
1596,3,64,1,8,2,2,838097,3319.29296875,818.4541015625,dep3_h64_tf1_ds8_dc2_ex2
1597,3,64,1,8,2,3,896721,3548.29296875,875.7041015625,dep3_h64_tf1_ds8_dc2_ex3
1598,3,64,1,8,2,4,955345,3777.35546875,932.9541015625,dep3_h64_tf1_ds8_dc2_ex4
1599,3,64,1,8,3,2,838609,3321.29296875,818.9541015625,dep3_h64_tf1_ds8_dc3_ex2
1600,3,64,1,8,3,3,897489,3551.29296875,876.4541015625,dep3_h64_tf1_ds8_dc3_ex3
1601,3,64,1,8,3,4,956369,3781.35546875,933.9541015625,dep3_h64_tf1_ds8_dc3_ex4
1602,3,64,1,16,1,2,849873,3365.412109375,829.9541015625,dep3_h64_tf1_ds16_dc1_ex2
1603,3,64,1,16,1,3,914385,3617.412109375,892.9541015625,dep3_h64_tf1_ds16_dc1_ex3
1604,3,64,1,16,1,4,978897,3869.474609375,955.9541015625,dep3_h64_tf1_ds16_dc1_ex4
1605,3,64,1,16,2,2,850385,3367.412109375,830.4541015625,dep3_h64_tf1_ds16_dc2_ex2
1606,3,64,1,16,2,3,915153,3620.412109375,893.7041015625,dep3_h64_tf1_ds16_dc2_ex3
1607,3,64,1,16,2,4,979921,3873.474609375,956.9541015625,dep3_h64_tf1_ds16_dc2_ex4
1608,3,64,1,16,3,2,850897,3369.412109375,830.9541015625,dep3_h64_tf1_ds16_dc3_ex2
1609,3,64,1,16,3,3,915921,3623.412109375,894.4541015625,dep3_h64_tf1_ds16_dc3_ex3
1610,3,64,1,16,3,4,980945,3877.474609375,957.9541015625,dep3_h64_tf1_ds16_dc3_ex4
1611,3,64,1,32,1,2,874449,3461.412109375,853.9541015625,dep3_h64_tf1_ds32_dc1_ex2
1612,3,64,1,32,1,3,951249,3761.412109375,928.9541015625,dep3_h64_tf1_ds32_dc1_ex3
1613,3,64,1,32,1,4,1028049,4061.474609375,1003.9541015625,dep3_h64_tf1_ds32_dc1_ex4
1614,3,64,1,32,2,2,874961,3463.412109375,854.4541015625,dep3_h64_tf1_ds32_dc2_ex2
1615,3,64,1,32,2,3,952017,3764.412109375,929.7041015625,dep3_h64_tf1_ds32_dc2_ex3
1616,3,64,1,32,2,4,1029073,4065.474609375,1004.9541015625,dep3_h64_tf1_ds32_dc2_ex4
1617,3,64,1,32,3,2,875473,3465.412109375,854.9541015625,dep3_h64_tf1_ds32_dc3_ex2
1618,3,64,1,32,3,3,952785,3767.412109375,930.4541015625,dep3_h64_tf1_ds32_dc3_ex3
1619,3,64,1,32,3,4,1030097,4069.474609375,1005.9541015625,dep3_h64_tf1_ds32_dc3_ex4
1620,3,64,2,4,1,2,958801,3808.4765625,936.3291015625,dep3_h64_tf2_ds4_dc1_ex2
1621,3,64,2,4,1,3,1069393,4240.4765625,1044.3291015625,dep3_h64_tf2_ds4_dc1_ex3
1622,3,64,2,4,1,4,1179985,4672.5390625,1152.3291015625,dep3_h64_tf2_ds4_dc1_ex4
1623,3,64,2,4,2,2,959825,3812.4765625,937.3291015625,dep3_h64_tf2_ds4_dc2_ex2
1624,3,64,2,4,2,3,1070929,4246.4765625,1045.8291015625,dep3_h64_tf2_ds4_dc2_ex3
1625,3,64,2,4,2,4,1182033,4680.5390625,1154.3291015625,dep3_h64_tf2_ds4_dc2_ex4
1626,3,64,2,4,3,2,960849,3816.4765625,938.3291015625,dep3_h64_tf2_ds4_dc3_ex2
1627,3,64,2,4,3,3,1072465,4252.4765625,1047.3291015625,dep3_h64_tf2_ds4_dc3_ex3
1628,3,64,2,4,3,4,1184081,4688.5390625,1156.3291015625,dep3_h64_tf2_ds4_dc3_ex4
1629,3,64,2,8,1,2,971089,3856.4765625,948.3291015625,dep3_h64_tf2_ds8_dc1_ex2
1630,3,64,2,8,1,3,1087825,4312.4765625,1062.3291015625,dep3_h64_tf2_ds8_dc1_ex3
1631,3,64,2,8,1,4,1204561,4768.5390625,1176.3291015625,dep3_h64_tf2_ds8_dc1_ex4
1632,3,64,2,8,2,2,972113,3860.4765625,949.3291015625,dep3_h64_tf2_ds8_dc2_ex2
1633,3,64,2,8,2,3,1089361,4318.4765625,1063.8291015625,dep3_h64_tf2_ds8_dc2_ex3
1634,3,64,2,8,2,4,1206609,4776.5390625,1178.3291015625,dep3_h64_tf2_ds8_dc2_ex4
1635,3,64,2,8,3,2,973137,3864.4765625,950.3291015625,dep3_h64_tf2_ds8_dc3_ex2
1636,3,64,2,8,3,3,1090897,4324.4765625,1065.3291015625,dep3_h64_tf2_ds8_dc3_ex3
1637,3,64,2,8,3,4,1208657,4784.5390625,1180.3291015625,dep3_h64_tf2_ds8_dc3_ex4
1638,3,64,2,16,1,2,995665,3952.638671875,972.3291015625,dep3_h64_tf2_ds16_dc1_ex2
1639,3,64,2,16,1,3,1124689,4456.638671875,1098.3291015625,dep3_h64_tf2_ds16_dc1_ex3
1640,3,64,2,16,1,4,1253713,4960.701171875,1224.3291015625,dep3_h64_tf2_ds16_dc1_ex4
1641,3,64,2,16,2,2,996689,3956.638671875,973.3291015625,dep3_h64_tf2_ds16_dc2_ex2
1642,3,64,2,16,2,3,1126225,4462.638671875,1099.8291015625,dep3_h64_tf2_ds16_dc2_ex3
1643,3,64,2,16,2,4,1255761,4968.701171875,1226.3291015625,dep3_h64_tf2_ds16_dc2_ex4
1644,3,64,2,16,3,2,997713,3960.638671875,974.3291015625,dep3_h64_tf2_ds16_dc3_ex2
1645,3,64,2,16,3,3,1127761,4468.638671875,1101.3291015625,dep3_h64_tf2_ds16_dc3_ex3
1646,3,64,2,16,3,4,1257809,4976.701171875,1228.3291015625,dep3_h64_tf2_ds16_dc3_ex4
1647,3,64,2,32,1,2,1044817,4144.638671875,1020.3291015625,dep3_h64_tf2_ds32_dc1_ex2
1648,3,64,2,32,1,3,1198417,4744.638671875,1170.3291015625,dep3_h64_tf2_ds32_dc1_ex3
1649,3,64,2,32,1,4,1352017,5344.701171875,1320.3291015625,dep3_h64_tf2_ds32_dc1_ex4
1650,3,64,2,32,2,2,1045841,4148.638671875,1021.3291015625,dep3_h64_tf2_ds32_dc2_ex2
1651,3,64,2,32,2,3,1199953,4750.638671875,1171.8291015625,dep3_h64_tf2_ds32_dc2_ex3
1652,3,64,2,32,2,4,1354065,5352.701171875,1322.3291015625,dep3_h64_tf2_ds32_dc2_ex4
1653,3,64,2,32,3,2,1046865,4152.638671875,1022.3291015625,dep3_h64_tf2_ds32_dc3_ex2
1654,3,64,2,32,3,3,1201489,4756.638671875,1173.3291015625,dep3_h64_tf2_ds32_dc3_ex3
1655,3,64,2,32,3,4,1356113,5360.701171875,1324.3291015625,dep3_h64_tf2_ds32_dc3_ex4
1656,3,64,3,4,1,2,1086161,4323.59765625,1060.7041015625,dep3_h64_tf3_ds4_dc1_ex2
1657,3,64,3,4,1,3,1252049,4971.59765625,1222.7041015625,dep3_h64_tf3_ds4_dc1_ex3
1658,3,64,3,4,1,4,1417937,5619.78515625,1384.7041015625,dep3_h64_tf3_ds4_dc1_ex4
1659,3,64,3,4,2,2,1087697,4329.59765625,1062.2041015625,dep3_h64_tf3_ds4_dc2_ex2
1660,3,64,3,4,2,3,1254353,4980.59765625,1224.9541015625,dep3_h64_tf3_ds4_dc2_ex3
1661,3,64,3,4,2,4,1421009,5631.78515625,1387.7041015625,dep3_h64_tf3_ds4_dc2_ex4
1662,3,64,3,4,3,2,1089233,4335.59765625,1063.7041015625,dep3_h64_tf3_ds4_dc3_ex2
1663,3,64,3,4,3,3,1256657,4989.59765625,1227.2041015625,dep3_h64_tf3_ds4_dc3_ex3
1664,3,64,3,4,3,4,1424081,5643.78515625,1390.7041015625,dep3_h64_tf3_ds4_dc3_ex4
1665,3,64,3,8,1,2,1104593,4395.59765625,1078.7041015625,dep3_h64_tf3_ds8_dc1_ex2
1666,3,64,3,8,1,3,1279697,5079.59765625,1249.7041015625,dep3_h64_tf3_ds8_dc1_ex3
1667,3,64,3,8,1,4,1454801,5763.78515625,1420.7041015625,dep3_h64_tf3_ds8_dc1_ex4
1668,3,64,3,8,2,2,1106129,4401.59765625,1080.2041015625,dep3_h64_tf3_ds8_dc2_ex2
1669,3,64,3,8,2,3,1282001,5088.59765625,1251.9541015625,dep3_h64_tf3_ds8_dc2_ex3
1670,3,64,3,8,2,4,1457873,5775.78515625,1423.7041015625,dep3_h64_tf3_ds8_dc2_ex4
1671,3,64,3,8,3,2,1107665,4407.59765625,1081.7041015625,dep3_h64_tf3_ds8_dc3_ex2
1672,3,64,3,8,3,3,1284305,5097.59765625,1254.2041015625,dep3_h64_tf3_ds8_dc3_ex3
1673,3,64,3,8,3,4,1460945,5787.78515625,1426.7041015625,dep3_h64_tf3_ds8_dc3_ex4
1674,3,64,3,16,1,2,1141457,4539.802734375,1114.7041015625,dep3_h64_tf3_ds16_dc1_ex2
1675,3,64,3,16,1,3,1334993,5295.802734375,1303.7041015625,dep3_h64_tf3_ds16_dc1_ex3
1676,3,64,3,16,1,4,1528529,6051.990234375,1492.7041015625,dep3_h64_tf3_ds16_dc1_ex4
1677,3,64,3,16,2,2,1142993,4545.802734375,1116.2041015625,dep3_h64_tf3_ds16_dc2_ex2
1678,3,64,3,16,2,3,1337297,5304.802734375,1305.9541015625,dep3_h64_tf3_ds16_dc2_ex3
1679,3,64,3,16,2,4,1531601,6063.990234375,1495.7041015625,dep3_h64_tf3_ds16_dc2_ex4
1680,3,64,3,16,3,2,1144529,4551.802734375,1117.7041015625,dep3_h64_tf3_ds16_dc3_ex2
1681,3,64,3,16,3,3,1339601,5313.802734375,1308.2041015625,dep3_h64_tf3_ds16_dc3_ex3
1682,3,64,3,16,3,4,1534673,6075.990234375,1498.7041015625,dep3_h64_tf3_ds16_dc3_ex4
1683,3,64,3,32,1,2,1215185,4827.802734375,1186.7041015625,dep3_h64_tf3_ds32_dc1_ex2
1684,3,64,3,32,1,3,1445585,5727.802734375,1411.7041015625,dep3_h64_tf3_ds32_dc1_ex3
1685,3,64,3,32,1,4,1675985,6627.990234375,1636.7041015625,dep3_h64_tf3_ds32_dc1_ex4
1686,3,64,3,32,2,2,1216721,4833.802734375,1188.2041015625,dep3_h64_tf3_ds32_dc2_ex2
1687,3,64,3,32,2,3,1447889,5736.802734375,1413.9541015625,dep3_h64_tf3_ds32_dc2_ex3
1688,3,64,3,32,2,4,1679057,6639.990234375,1639.7041015625,dep3_h64_tf3_ds32_dc2_ex4
1689,3,64,3,32,3,2,1218257,4839.802734375,1189.7041015625,dep3_h64_tf3_ds32_dc3_ex2
1690,3,64,3,32,3,3,1450193,5745.802734375,1416.2041015625,dep3_h64_tf3_ds32_dc3_ex3
1691,3,64,3,32,3,4,1682129,6651.990234375,1642.7041015625,dep3_h64_tf3_ds32_dc3_ex4
1692,3,64,4,4,1,2,1213521,4838.78125,1185.0791015625,dep3_h64_tf4_ds4_dc1_ex2
1693,3,64,4,4,1,3,1434705,5702.78125,1401.0791015625,dep3_h64_tf4_ds4_dc1_ex3
1694,3,64,4,4,1,4,1655889,6566.96875,1617.0791015625,dep3_h64_tf4_ds4_dc1_ex4
1695,3,64,4,4,2,2,1215569,4846.78125,1187.0791015625,dep3_h64_tf4_ds4_dc2_ex2
1696,3,64,4,4,2,3,1437777,5714.78125,1404.0791015625,dep3_h64_tf4_ds4_dc2_ex3
1697,3,64,4,4,2,4,1659985,6582.96875,1621.0791015625,dep3_h64_tf4_ds4_dc2_ex4
1698,3,64,4,4,3,2,1217617,4854.78125,1189.0791015625,dep3_h64_tf4_ds4_dc3_ex2
1699,3,64,4,4,3,3,1440849,5726.78125,1407.0791015625,dep3_h64_tf4_ds4_dc3_ex3
1700,3,64,4,4,3,4,1664081,6598.96875,1625.0791015625,dep3_h64_tf4_ds4_dc3_ex4
1701,3,64,4,8,1,2,1238097,4934.78125,1209.0791015625,dep3_h64_tf4_ds8_dc1_ex2
1702,3,64,4,8,1,3,1471569,5846.78125,1437.0791015625,dep3_h64_tf4_ds8_dc1_ex3
1703,3,64,4,8,1,4,1705041,6758.96875,1665.0791015625,dep3_h64_tf4_ds8_dc1_ex4
1704,3,64,4,8,2,2,1240145,4942.78125,1211.0791015625,dep3_h64_tf4_ds8_dc2_ex2
1705,3,64,4,8,2,3,1474641,5858.78125,1440.0791015625,dep3_h64_tf4_ds8_dc2_ex3
1706,3,64,4,8,2,4,1709137,6774.96875,1669.0791015625,dep3_h64_tf4_ds8_dc2_ex4
1707,3,64,4,8,3,2,1242193,4950.78125,1213.0791015625,dep3_h64_tf4_ds8_dc3_ex2
1708,3,64,4,8,3,3,1477713,5870.78125,1443.0791015625,dep3_h64_tf4_ds8_dc3_ex3
1709,3,64,4,8,3,4,1713233,6790.96875,1673.0791015625,dep3_h64_tf4_ds8_dc3_ex4
1710,3,64,4,16,1,2,1287249,5127.029296875,1257.0791015625,dep3_h64_tf4_ds16_dc1_ex2
1711,3,64,4,16,1,3,1545297,6135.029296875,1509.0791015625,dep3_h64_tf4_ds16_dc1_ex3
1712,3,64,4,16,1,4,1803345,7143.216796875,1761.0791015625,dep3_h64_tf4_ds16_dc1_ex4
1713,3,64,4,16,2,2,1289297,5135.029296875,1259.0791015625,dep3_h64_tf4_ds16_dc2_ex2
1714,3,64,4,16,2,3,1548369,6147.029296875,1512.0791015625,dep3_h64_tf4_ds16_dc2_ex3
1715,3,64,4,16,2,4,1807441,7159.216796875,1765.0791015625,dep3_h64_tf4_ds16_dc2_ex4
1716,3,64,4,16,3,2,1291345,5143.029296875,1261.0791015625,dep3_h64_tf4_ds16_dc3_ex2
1717,3,64,4,16,3,3,1551441,6159.029296875,1515.0791015625,dep3_h64_tf4_ds16_dc3_ex3
1718,3,64,4,16,3,4,1811537,7175.216796875,1769.0791015625,dep3_h64_tf4_ds16_dc3_ex4
1719,3,64,4,32,1,2,1385553,5511.029296875,1353.0791015625,dep3_h64_tf4_ds32_dc1_ex2
1720,3,64,4,32,1,3,1692753,6711.029296875,1653.0791015625,dep3_h64_tf4_ds32_dc1_ex3
1721,3,64,4,32,1,4,1999953,7911.216796875,1953.0791015625,dep3_h64_tf4_ds32_dc1_ex4
1722,3,64,4,32,2,2,1387601,5519.029296875,1355.0791015625,dep3_h64_tf4_ds32_dc2_ex2
1723,3,64,4,32,2,3,1695825,6723.029296875,1656.0791015625,dep3_h64_tf4_ds32_dc2_ex3
1724,3,64,4,32,2,4,2004049,7927.216796875,1957.0791015625,dep3_h64_tf4_ds32_dc2_ex4
1725,3,64,4,32,3,2,1389649,5527.029296875,1357.0791015625,dep3_h64_tf4_ds32_dc3_ex2
1726,3,64,4,32,3,3,1698897,6735.029296875,1659.0791015625,dep3_h64_tf4_ds32_dc3_ex3
1727,3,64,4,32,3,4,2008145,7943.216796875,1961.0791015625,dep3_h64_tf4_ds32_dc3_ex4
1728,4,8,1,4,1,2,21585,133.037109375,21.0791015625,dep4_h8_tf1_ds4_dc1_ex2
1729,4,8,1,4,1,3,22929,137.537109375,22.3916015625,dep4_h8_tf1_ds4_dc1_ex3
1730,4,8,1,4,1,4,24273,143.537109375,23.7041015625,dep4_h8_tf1_ds4_dc1_ex4
1731,4,8,1,4,2,2,21649,133.287109375,21.1416015625,dep4_h8_tf1_ds4_dc2_ex2
1732,4,8,1,4,2,3,23025,138.037109375,22.4853515625,dep4_h8_tf1_ds4_dc2_ex3
1733,4,8,1,4,2,4,24401,144.037109375,23.8291015625,dep4_h8_tf1_ds4_dc2_ex4
1734,4,8,1,4,3,2,21713,133.537109375,21.2041015625,dep4_h8_tf1_ds4_dc3_ex2
1735,4,8,1,4,3,3,23121,138.287109375,22.5791015625,dep4_h8_tf1_ds4_dc3_ex3
1736,4,8,1,4,3,4,24529,144.537109375,23.9541015625,dep4_h8_tf1_ds4_dc3_ex4
1737,4,8,1,8,1,2,22353,136.037109375,21.8291015625,dep4_h8_tf1_ds8_dc1_ex2
1738,4,8,1,8,1,3,24081,142.037109375,23.5166015625,dep4_h8_tf1_ds8_dc1_ex3
1739,4,8,1,8,1,4,25809,149.537109375,25.2041015625,dep4_h8_tf1_ds8_dc1_ex4
1740,4,8,1,8,2,2,22417,136.287109375,21.8916015625,dep4_h8_tf1_ds8_dc2_ex2
1741,4,8,1,8,2,3,24177,142.537109375,23.6103515625,dep4_h8_tf1_ds8_dc2_ex3
1742,4,8,1,8,2,4,25937,150.037109375,25.3291015625,dep4_h8_tf1_ds8_dc2_ex4
1743,4,8,1,8,3,2,22481,136.537109375,21.9541015625,dep4_h8_tf1_ds8_dc3_ex2
1744,4,8,1,8,3,3,24273,142.787109375,23.7041015625,dep4_h8_tf1_ds8_dc3_ex3
1745,4,8,1,8,3,4,26065,150.537109375,25.4541015625,dep4_h8_tf1_ds8_dc3_ex4
1746,4,8,1,16,1,2,23889,142.2333984375,23.3291015625,dep4_h8_tf1_ds16_dc1_ex2
1747,4,8,1,16,1,3,26385,151.2333984375,25.7666015625,dep4_h8_tf1_ds16_dc1_ex3
1748,4,8,1,16,1,4,28881,161.7333984375,28.2041015625,dep4_h8_tf1_ds16_dc1_ex4
1749,4,8,1,16,2,2,23953,142.4833984375,23.3916015625,dep4_h8_tf1_ds16_dc2_ex2
1750,4,8,1,16,2,3,26481,151.7333984375,25.8603515625,dep4_h8_tf1_ds16_dc2_ex3
1751,4,8,1,16,2,4,29009,162.2333984375,28.3291015625,dep4_h8_tf1_ds16_dc2_ex4
1752,4,8,1,16,3,2,24017,142.7333984375,23.4541015625,dep4_h8_tf1_ds16_dc3_ex2
1753,4,8,1,16,3,3,26577,151.9833984375,25.9541015625,dep4_h8_tf1_ds16_dc3_ex3
1754,4,8,1,16,3,4,29137,162.7333984375,28.4541015625,dep4_h8_tf1_ds16_dc3_ex4
1755,4,8,1,32,1,2,26961,154.2333984375,26.3291015625,dep4_h8_tf1_ds32_dc1_ex2
1756,4,8,1,32,1,3,30993,169.2333984375,30.2666015625,dep4_h8_tf1_ds32_dc1_ex3
1757,4,8,1,32,1,4,35025,185.7333984375,34.2041015625,dep4_h8_tf1_ds32_dc1_ex4
1758,4,8,1,32,2,2,27025,154.4833984375,26.3916015625,dep4_h8_tf1_ds32_dc2_ex2
1759,4,8,1,32,2,3,31089,169.7333984375,30.3603515625,dep4_h8_tf1_ds32_dc2_ex3
1760,4,8,1,32,2,4,35153,186.2333984375,34.3291015625,dep4_h8_tf1_ds32_dc2_ex4
1761,4,8,1,32,3,2,27089,154.7333984375,26.4541015625,dep4_h8_tf1_ds32_dc3_ex2
1762,4,8,1,32,3,3,31185,169.9833984375,30.4541015625,dep4_h8_tf1_ds32_dc3_ex3
1763,4,8,1,32,3,4,35281,186.7333984375,34.4541015625,dep4_h8_tf1_ds32_dc3_ex4
1764,4,8,2,4,1,2,24577,162.177734375,24.0009765625,dep4_h8_tf2_ds4_dc1_ex2
1765,4,8,2,4,1,3,27265,171.177734375,26.6259765625,dep4_h8_tf2_ds4_dc1_ex3
1766,4,8,2,4,1,4,29953,183.177734375,29.2509765625,dep4_h8_tf2_ds4_dc1_ex4
1767,4,8,2,4,2,2,24705,162.677734375,24.1259765625,dep4_h8_tf2_ds4_dc2_ex2
1768,4,8,2,4,2,3,27457,172.177734375,26.8134765625,dep4_h8_tf2_ds4_dc2_ex3
1769,4,8,2,4,2,4,30209,184.177734375,29.5009765625,dep4_h8_tf2_ds4_dc2_ex4
1770,4,8,2,4,3,2,24833,163.177734375,24.2509765625,dep4_h8_tf2_ds4_dc3_ex2
1771,4,8,2,4,3,3,27649,172.677734375,27.0009765625,dep4_h8_tf2_ds4_dc3_ex3
1772,4,8,2,4,3,4,30465,185.177734375,29.7509765625,dep4_h8_tf2_ds4_dc3_ex4
1773,4,8,2,8,1,2,26113,168.177734375,25.5009765625,dep4_h8_tf2_ds8_dc1_ex2
1774,4,8,2,8,1,3,29569,180.177734375,28.8759765625,dep4_h8_tf2_ds8_dc1_ex3
1775,4,8,2,8,1,4,33025,195.177734375,32.2509765625,dep4_h8_tf2_ds8_dc1_ex4
1776,4,8,2,8,2,2,26241,168.677734375,25.6259765625,dep4_h8_tf2_ds8_dc2_ex2
1777,4,8,2,8,2,3,29761,181.177734375,29.0634765625,dep4_h8_tf2_ds8_dc2_ex3
1778,4,8,2,8,2,4,33281,196.177734375,32.5009765625,dep4_h8_tf2_ds8_dc2_ex4
1779,4,8,2,8,3,2,26369,169.177734375,25.7509765625,dep4_h8_tf2_ds8_dc3_ex2
1780,4,8,2,8,3,3,29953,181.677734375,29.2509765625,dep4_h8_tf2_ds8_dc3_ex3
1781,4,8,2,8,3,4,33537,197.177734375,32.7509765625,dep4_h8_tf2_ds8_dc3_ex4
1782,4,8,2,16,1,2,29185,180.4169921875,28.5009765625,dep4_h8_tf2_ds16_dc1_ex2
1783,4,8,2,16,1,3,34177,198.4169921875,33.3759765625,dep4_h8_tf2_ds16_dc1_ex3
1784,4,8,2,16,1,4,39169,219.4169921875,38.2509765625,dep4_h8_tf2_ds16_dc1_ex4
1785,4,8,2,16,2,2,29313,180.9169921875,28.6259765625,dep4_h8_tf2_ds16_dc2_ex2
1786,4,8,2,16,2,3,34369,199.4169921875,33.5634765625,dep4_h8_tf2_ds16_dc2_ex3
1787,4,8,2,16,2,4,39425,220.4169921875,38.5009765625,dep4_h8_tf2_ds16_dc2_ex4
1788,4,8,2,16,3,2,29441,181.4169921875,28.7509765625,dep4_h8_tf2_ds16_dc3_ex2
1789,4,8,2,16,3,3,34561,199.9169921875,33.7509765625,dep4_h8_tf2_ds16_dc3_ex3
1790,4,8,2,16,3,4,39681,221.4169921875,38.7509765625,dep4_h8_tf2_ds16_dc3_ex4
1791,4,8,2,32,1,2,35329,204.4169921875,34.5009765625,dep4_h8_tf2_ds32_dc1_ex2
1792,4,8,2,32,1,3,43393,234.4169921875,42.3759765625,dep4_h8_tf2_ds32_dc1_ex3
1793,4,8,2,32,1,4,51457,267.4169921875,50.2509765625,dep4_h8_tf2_ds32_dc1_ex4
1794,4,8,2,32,2,2,35457,204.9169921875,34.6259765625,dep4_h8_tf2_ds32_dc2_ex2
1795,4,8,2,32,2,3,43585,235.4169921875,42.5634765625,dep4_h8_tf2_ds32_dc2_ex3
1796,4,8,2,32,2,4,51713,268.4169921875,50.5009765625,dep4_h8_tf2_ds32_dc2_ex4
1797,4,8,2,32,3,2,35585,205.4169921875,34.7509765625,dep4_h8_tf2_ds32_dc3_ex2
1798,4,8,2,32,3,3,43777,235.9169921875,42.7509765625,dep4_h8_tf2_ds32_dc3_ex3
1799,4,8,2,32,3,4,51969,269.4169921875,50.7509765625,dep4_h8_tf2_ds32_dc3_ex4
1800,4,8,3,4,1,2,27569,191.255859375,26.9228515625,dep4_h8_tf3_ds4_dc1_ex2
1801,4,8,3,4,1,3,31601,204.755859375,30.8603515625,dep4_h8_tf3_ds4_dc1_ex3
1802,4,8,3,4,1,4,35633,222.755859375,34.7978515625,dep4_h8_tf3_ds4_dc1_ex4
1803,4,8,3,4,2,2,27761,192.005859375,27.1103515625,dep4_h8_tf3_ds4_dc2_ex2
1804,4,8,3,4,2,3,31889,206.255859375,31.1416015625,dep4_h8_tf3_ds4_dc2_ex3
1805,4,8,3,4,2,4,36017,224.255859375,35.1728515625,dep4_h8_tf3_ds4_dc2_ex4
1806,4,8,3,4,3,2,27953,192.755859375,27.2978515625,dep4_h8_tf3_ds4_dc3_ex2
1807,4,8,3,4,3,3,32177,207.005859375,31.4228515625,dep4_h8_tf3_ds4_dc3_ex3
1808,4,8,3,4,3,4,36401,225.755859375,35.5478515625,dep4_h8_tf3_ds4_dc3_ex4
1809,4,8,3,8,1,2,29873,200.255859375,29.1728515625,dep4_h8_tf3_ds8_dc1_ex2
1810,4,8,3,8,1,3,35057,218.255859375,34.2353515625,dep4_h8_tf3_ds8_dc1_ex3
1811,4,8,3,8,1,4,40241,240.755859375,39.2978515625,dep4_h8_tf3_ds8_dc1_ex4
1812,4,8,3,8,2,2,30065,201.005859375,29.3603515625,dep4_h8_tf3_ds8_dc2_ex2
1813,4,8,3,8,2,3,35345,219.755859375,34.5166015625,dep4_h8_tf3_ds8_dc2_ex3
1814,4,8,3,8,2,4,40625,242.255859375,39.6728515625,dep4_h8_tf3_ds8_dc2_ex4
1815,4,8,3,8,3,2,30257,201.755859375,29.5478515625,dep4_h8_tf3_ds8_dc3_ex2
1816,4,8,3,8,3,3,35633,220.505859375,34.7978515625,dep4_h8_tf3_ds8_dc3_ex3
1817,4,8,3,8,3,4,41009,243.755859375,40.0478515625,dep4_h8_tf3_ds8_dc3_ex4
1818,4,8,3,16,1,2,34481,218.5380859375,33.6728515625,dep4_h8_tf3_ds16_dc1_ex2
1819,4,8,3,16,1,3,41969,245.5380859375,40.9853515625,dep4_h8_tf3_ds16_dc1_ex3
1820,4,8,3,16,1,4,49457,277.0380859375,48.2978515625,dep4_h8_tf3_ds16_dc1_ex4
1821,4,8,3,16,2,2,34673,219.2880859375,33.8603515625,dep4_h8_tf3_ds16_dc2_ex2
1822,4,8,3,16,2,3,42257,247.0380859375,41.2666015625,dep4_h8_tf3_ds16_dc2_ex3
1823,4,8,3,16,2,4,49841,278.5380859375,48.6728515625,dep4_h8_tf3_ds16_dc2_ex4
1824,4,8,3,16,3,2,34865,220.0380859375,34.0478515625,dep4_h8_tf3_ds16_dc3_ex2
1825,4,8,3,16,3,3,42545,247.7880859375,41.5478515625,dep4_h8_tf3_ds16_dc3_ex3
1826,4,8,3,16,3,4,50225,280.0380859375,49.0478515625,dep4_h8_tf3_ds16_dc3_ex4
1827,4,8,3,32,1,2,43697,254.5380859375,42.6728515625,dep4_h8_tf3_ds32_dc1_ex2
1828,4,8,3,32,1,3,55793,299.5380859375,54.4853515625,dep4_h8_tf3_ds32_dc1_ex3
1829,4,8,3,32,1,4,67889,349.0380859375,66.2978515625,dep4_h8_tf3_ds32_dc1_ex4
1830,4,8,3,32,2,2,43889,255.2880859375,42.8603515625,dep4_h8_tf3_ds32_dc2_ex2
1831,4,8,3,32,2,3,56081,301.0380859375,54.7666015625,dep4_h8_tf3_ds32_dc2_ex3
1832,4,8,3,32,2,4,68273,350.5380859375,66.6728515625,dep4_h8_tf3_ds32_dc2_ex4
1833,4,8,3,32,3,2,44081,256.0380859375,43.0478515625,dep4_h8_tf3_ds32_dc3_ex2
1834,4,8,3,32,3,3,56369,301.7880859375,55.0478515625,dep4_h8_tf3_ds32_dc3_ex3
