,depth,hid_feature,num_tfmamba,d_state,d_conv,expand,#parameters,model_size,#parameters(KB),exp_name
905,2,32,2,4,2,4,222097,925.0361328125,216.8916015625,dep2_h32_tf2_ds4_dc2_ex4
906,2,32,2,4,3,2,162705,692.9736328125,158.8916015625,dep2_h32_tf2_ds4_dc3_ex2
907,2,32,2,4,3,3,192913,810.9736328125,188.3916015625,dep2_h32_tf2_ds4_dc3_ex3
908,2,32,2,4,3,4,223121,929.0361328125,217.8916015625,dep2_h32_tf2_ds4_dc3_ex4
909,2,32,2,8,1,2,167825,712.9736328125,163.8916015625,dep2_h32_tf2_ds8_dc1_ex2
910,2,32,2,8,1,3,200593,840.9736328125,195.8916015625,dep2_h32_tf2_ds8_dc1_ex3
911,2,32,2,8,1,4,233361,968.9736328125,227.8916015625,dep2_h32_tf2_ds8_dc1_ex4
912,2,32,2,8,2,2,168337,714.9736328125,164.3916015625,dep2_h32_tf2_ds8_dc2_ex2
913,2,32,2,8,2,3,201361,843.9736328125,196.6416015625,dep2_h32_tf2_ds8_dc2_ex3
914,2,32,2,8,2,4,234385,973.0361328125,228.8916015625,dep2_h32_tf2_ds8_dc2_ex4
915,2,32,2,8,3,2,168849,716.9736328125,164.8916015625,dep2_h32_tf2_ds8_dc3_ex2
916,2,32,2,8,3,3,202129,846.9736328125,197.3916015625,dep2_h32_tf2_ds8_dc3_ex3
917,2,32,2,8,3,4,235409,977.0361328125,229.8916015625,dep2_h32_tf2_ds8_dc3_ex4
918,2,32,2,16,1,2,180113,761.12109375,175.8916015625,dep2_h32_tf2_ds16_dc1_ex2
919,2,32,2,16,1,3,219025,913.12109375,213.8916015625,dep2_h32_tf2_ds16_dc1_ex3
920,2,32,2,16,1,4,257937,1065.12109375,251.8916015625,dep2_h32_tf2_ds16_dc1_ex4
921,2,32,2,16,2,2,180625,763.12109375,176.3916015625,dep2_h32_tf2_ds16_dc2_ex2
922,2,32,2,16,2,3,219793,916.12109375,214.6416015625,dep2_h32_tf2_ds16_dc2_ex3
923,2,32,2,16,2,4,258961,1069.18359375,252.8916015625,dep2_h32_tf2_ds16_dc2_ex4
924,2,32,2,16,3,2,181137,765.12109375,176.8916015625,dep2_h32_tf2_ds16_dc3_ex2
925,2,32,2,16,3,3,220561,919.12109375,215.3916015625,dep2_h32_tf2_ds16_dc3_ex3
926,2,32,2,16,3,4,259985,1073.18359375,253.8916015625,dep2_h32_tf2_ds16_dc3_ex4
927,2,32,2,32,1,2,204689,857.12109375,199.8916015625,dep2_h32_tf2_ds32_dc1_ex2
928,2,32,2,32,1,3,255889,1057.12109375,249.8916015625,dep2_h32_tf2_ds32_dc1_ex3
929,2,32,2,32,1,4,307089,1257.12109375,299.8916015625,dep2_h32_tf2_ds32_dc1_ex4
930,2,32,2,32,2,2,205201,859.12109375,200.3916015625,dep2_h32_tf2_ds32_dc2_ex2
931,2,32,2,32,2,3,256657,1060.12109375,250.6416015625,dep2_h32_tf2_ds32_dc2_ex3
932,2,32,2,32,2,4,308113,1261.18359375,300.8916015625,dep2_h32_tf2_ds32_dc2_ex4
933,2,32,2,32,3,2,205713,861.12109375,200.8916015625,dep2_h32_tf2_ds32_dc3_ex2
934,2,32,2,32,3,3,257425,1063.12109375,251.3916015625,dep2_h32_tf2_ds32_dc3_ex3
935,2,32,2,32,3,4,309137,1265.18359375,301.8916015625,dep2_h32_tf2_ds32_dc3_ex4
936,2,32,3,4,1,2,195665,839.4072265625,191.0791015625,dep2_h32_tf3_ds4_dc1_ex2
937,2,32,3,4,1,3,240209,1013.4072265625,234.5791015625,dep2_h32_tf3_ds4_dc1_ex3
938,2,32,3,4,1,4,284753,1187.4072265625,278.0791015625,dep2_h32_tf3_ds4_dc1_ex4
939,2,32,3,4,2,2,196433,842.4072265625,191.8291015625,dep2_h32_tf3_ds4_dc2_ex2
940,2,32,3,4,2,3,241361,1017.9072265625,235.7041015625,dep2_h32_tf3_ds4_dc2_ex3
941,2,32,3,4,2,4,286289,1193.4072265625,279.5791015625,dep2_h32_tf3_ds4_dc2_ex4
942,2,32,3,4,3,2,197201,845.4072265625,192.5791015625,dep2_h32_tf3_ds4_dc3_ex2
943,2,32,3,4,3,3,242513,1022.4072265625,236.8291015625,dep2_h32_tf3_ds4_dc3_ex3
944,2,32,3,4,3,4,287825,1199.4072265625,281.0791015625,dep2_h32_tf3_ds4_dc3_ex4
945,2,32,3,8,1,2,204881,875.4072265625,200.0791015625,dep2_h32_tf3_ds8_dc1_ex2
946,2,32,3,8,1,3,254033,1067.4072265625,248.0791015625,dep2_h32_tf3_ds8_dc1_ex3
947,2,32,3,8,1,4,303185,1259.4072265625,296.0791015625,dep2_h32_tf3_ds8_dc1_ex4
948,2,32,3,8,2,2,205649,878.4072265625,200.8291015625,dep2_h32_tf3_ds8_dc2_ex2
949,2,32,3,8,2,3,255185,1071.9072265625,249.2041015625,dep2_h32_tf3_ds8_dc2_ex3
950,2,32,3,8,2,4,304721,1265.4072265625,297.5791015625,dep2_h32_tf3_ds8_dc2_ex4
951,2,32,3,8,3,2,206417,881.4072265625,201.5791015625,dep2_h32_tf3_ds8_dc3_ex2
952,2,32,3,8,3,3,256337,1076.4072265625,250.3291015625,dep2_h32_tf3_ds8_dc3_ex3
953,2,32,3,8,3,4,306257,1271.4072265625,299.0791015625,dep2_h32_tf3_ds8_dc3_ex4
954,2,32,3,16,1,2,223313,947.59765625,218.0791015625,dep2_h32_tf3_ds16_dc1_ex2
955,2,32,3,16,1,3,281681,1175.59765625,275.0791015625,dep2_h32_tf3_ds16_dc1_ex3
956,2,32,3,16,1,4,340049,1403.59765625,332.0791015625,dep2_h32_tf3_ds16_dc1_ex4
957,2,32,3,16,2,2,224081,950.59765625,218.8291015625,dep2_h32_tf3_ds16_dc2_ex2
958,2,32,3,16,2,3,282833,1180.09765625,276.2041015625,dep2_h32_tf3_ds16_dc2_ex3
959,2,32,3,16,2,4,341585,1409.59765625,333.5791015625,dep2_h32_tf3_ds16_dc2_ex4
960,2,32,3,16,3,2,224849,953.59765625,219.5791015625,dep2_h32_tf3_ds16_dc3_ex2
961,2,32,3,16,3,3,283985,1184.59765625,277.3291015625,dep2_h32_tf3_ds16_dc3_ex3
962,2,32,3,16,3,4,343121,1415.59765625,335.0791015625,dep2_h32_tf3_ds16_dc3_ex4
963,2,32,3,32,1,2,260177,1091.59765625,254.0791015625,dep2_h32_tf3_ds32_dc1_ex2
964,2,32,3,32,1,3,336977,1391.59765625,329.0791015625,dep2_h32_tf3_ds32_dc1_ex3
965,2,32,3,32,1,4,413777,1691.59765625,404.0791015625,dep2_h32_tf3_ds32_dc1_ex4
966,2,32,3,32,2,2,260945,1094.59765625,254.8291015625,dep2_h32_tf3_ds32_dc2_ex2
967,2,32,3,32,2,3,338129,1396.09765625,330.2041015625,dep2_h32_tf3_ds32_dc2_ex3
968,2,32,3,32,2,4,415313,1697.59765625,405.5791015625,dep2_h32_tf3_ds32_dc2_ex4
969,2,32,3,32,3,2,261713,1097.59765625,255.5791015625,dep2_h32_tf3_ds32_dc3_ex2
970,2,32,3,32,3,3,339281,1400.59765625,331.3291015625,dep2_h32_tf3_ds32_dc3_ex3
971,2,32,3,32,3,4,416849,1703.59765625,407.0791015625,dep2_h32_tf3_ds32_dc3_ex4
972,2,32,4,4,1,2,229649,989.7783203125,224.2666015625,dep2_h32_tf4_ds4_dc1_ex2
973,2,32,4,4,1,3,289041,1221.7783203125,282.2666015625,dep2_h32_tf4_ds4_dc1_ex3
974,2,32,4,4,1,4,348433,1453.8408203125,340.2666015625,dep2_h32_tf4_ds4_dc1_ex4
975,2,32,4,4,2,2,230673,993.7783203125,225.2666015625,dep2_h32_tf4_ds4_dc2_ex2
976,2,32,4,4,2,3,290577,1227.7783203125,283.7666015625,dep2_h32_tf4_ds4_dc2_ex3
977,2,32,4,4,2,4,350481,1461.8408203125,342.2666015625,dep2_h32_tf4_ds4_dc2_ex4
978,2,32,4,4,3,2,231697,997.7783203125,226.2666015625,dep2_h32_tf4_ds4_dc3_ex2
979,2,32,4,4,3,3,292113,1233.7783203125,285.2666015625,dep2_h32_tf4_ds4_dc3_ex3
980,2,32,4,4,3,4,352529,1469.8408203125,344.2666015625,dep2_h32_tf4_ds4_dc3_ex4
981,2,32,4,8,1,2,241937,1037.7783203125,236.2666015625,dep2_h32_tf4_ds8_dc1_ex2
982,2,32,4,8,1,3,307473,1293.7783203125,300.2666015625,dep2_h32_tf4_ds8_dc1_ex3
983,2,32,4,8,1,4,373009,1549.8408203125,364.2666015625,dep2_h32_tf4_ds8_dc1_ex4
984,2,32,4,8,2,2,242961,1041.7783203125,237.2666015625,dep2_h32_tf4_ds8_dc2_ex2
985,2,32,4,8,2,3,309009,1299.7783203125,301.7666015625,dep2_h32_tf4_ds8_dc2_ex3
986,2,32,4,8,2,4,375057,1557.8408203125,366.2666015625,dep2_h32_tf4_ds8_dc2_ex4
987,2,32,4,8,3,2,243985,1045.7783203125,238.2666015625,dep2_h32_tf4_ds8_dc3_ex2
988,2,32,4,8,3,3,310545,1305.7783203125,303.2666015625,dep2_h32_tf4_ds8_dc3_ex3
989,2,32,4,8,3,4,377105,1565.8408203125,368.2666015625,dep2_h32_tf4_ds8_dc3_ex4
990,2,32,4,16,1,2,266513,1134.01171875,260.2666015625,dep2_h32_tf4_ds16_dc1_ex2
991,2,32,4,16,1,3,344337,1438.01171875,336.2666015625,dep2_h32_tf4_ds16_dc1_ex3
992,2,32,4,16,1,4,422161,1742.07421875,412.2666015625,dep2_h32_tf4_ds16_dc1_ex4
993,2,32,4,16,2,2,267537,1138.01171875,261.2666015625,dep2_h32_tf4_ds16_dc2_ex2
994,2,32,4,16,2,3,345873,1444.01171875,337.7666015625,dep2_h32_tf4_ds16_dc2_ex3
995,2,32,4,16,2,4,424209,1750.07421875,414.2666015625,dep2_h32_tf4_ds16_dc2_ex4
996,2,32,4,16,3,2,268561,1142.01171875,262.2666015625,dep2_h32_tf4_ds16_dc3_ex2
997,2,32,4,16,3,3,347409,1450.01171875,339.2666015625,dep2_h32_tf4_ds16_dc3_ex3
998,2,32,4,16,3,4,426257,1758.07421875,416.2666015625,dep2_h32_tf4_ds16_dc3_ex4
999,2,32,4,32,1,2,315665,1326.01171875,308.2666015625,dep2_h32_tf4_ds32_dc1_ex2
1000,2,32,4,32,1,3,418065,1726.01171875,408.2666015625,dep2_h32_tf4_ds32_dc1_ex3
1001,2,32,4,32,1,4,520465,2126.07421875,508.2666015625,dep2_h32_tf4_ds32_dc1_ex4
1002,2,32,4,32,2,2,316689,1330.01171875,309.2666015625,dep2_h32_tf4_ds32_dc2_ex2
1003,2,32,4,32,2,3,419601,1732.01171875,409.7666015625,dep2_h32_tf4_ds32_dc2_ex3
1004,2,32,4,32,2,4,522513,2134.07421875,510.2666015625,dep2_h32_tf4_ds32_dc2_ex4
1005,2,32,4,32,3,2,317713,1334.01171875,310.2666015625,dep2_h32_tf4_ds32_dc3_ex2
1006,2,32,4,32,3,3,421137,1738.01171875,411.2666015625,dep2_h32_tf4_ds32_dc3_ex3
1007,2,32,4,32,3,4,524561,2142.07421875,512.2666015625,dep2_h32_tf4_ds32_dc3_ex4
1008,2,64,1,4,1,2,498897,1988.6025390625,487.2041015625,dep2_h64_tf1_ds4_dc1_ex2
1009,2,64,1,4,1,3,554193,2204.6025390625,541.2041015625,dep2_h64_tf1_ds4_dc1_ex3
1010,2,64,1,4,1,4,609489,2420.6650390625,595.2041015625,dep2_h64_tf1_ds4_dc1_ex4
1011,2,64,1,4,2,2,499409,1990.6025390625,487.7041015625,dep2_h64_tf1_ds4_dc2_ex2
1012,2,64,1,4,2,3,554961,2207.6025390625,541.9541015625,dep2_h64_tf1_ds4_dc2_ex3
1013,2,64,1,4,2,4,610513,2424.6650390625,596.2041015625,dep2_h64_tf1_ds4_dc2_ex4
1014,2,64,1,4,3,2,499921,1992.6025390625,488.2041015625,dep2_h64_tf1_ds4_dc3_ex2
1015,2,64,1,4,3,3,555729,2210.6025390625,542.7041015625,dep2_h64_tf1_ds4_dc3_ex3
1016,2,64,1,4,3,4,611537,2428.6650390625,597.2041015625,dep2_h64_tf1_ds4_dc3_ex4
1017,2,64,1,8,1,2,505041,2012.6025390625,493.2041015625,dep2_h64_tf1_ds8_dc1_ex2
1018,2,64,1,8,1,3,563409,2240.6025390625,550.2041015625,dep2_h64_tf1_ds8_dc1_ex3
1019,2,64,1,8,1,4,621777,2468.6650390625,607.2041015625,dep2_h64_tf1_ds8_dc1_ex4
1020,2,64,1,8,2,2,505553,2014.6025390625,493.7041015625,dep2_h64_tf1_ds8_dc2_ex2
1021,2,64,1,8,2,3,564177,2243.6025390625,550.9541015625,dep2_h64_tf1_ds8_dc2_ex3
1022,2,64,1,8,2,4,622801,2472.6650390625,608.2041015625,dep2_h64_tf1_ds8_dc2_ex4
1023,2,64,1,8,3,2,506065,2016.6025390625,494.2041015625,dep2_h64_tf1_ds8_dc3_ex2
1024,2,64,1,8,3,3,564945,2246.6025390625,551.7041015625,dep2_h64_tf1_ds8_dc3_ex3
1025,2,64,1,8,3,4,623825,2476.6650390625,609.2041015625,dep2_h64_tf1_ds8_dc3_ex4
1026,2,64,1,16,1,2,517329,2060.70703125,505.2041015625,dep2_h64_tf1_ds16_dc1_ex2
1027,2,64,1,16,1,3,581841,2312.70703125,568.2041015625,dep2_h64_tf1_ds16_dc1_ex3
1028,2,64,1,16,1,4,646353,2564.76953125,631.2041015625,dep2_h64_tf1_ds16_dc1_ex4
1029,2,64,1,16,2,2,517841,2062.70703125,505.7041015625,dep2_h64_tf1_ds16_dc2_ex2
1030,2,64,1,16,2,3,582609,2315.70703125,568.9541015625,dep2_h64_tf1_ds16_dc2_ex3
1031,2,64,1,16,2,4,647377,2568.76953125,632.2041015625,dep2_h64_tf1_ds16_dc2_ex4
1032,2,64,1,16,3,2,518353,2064.70703125,506.2041015625,dep2_h64_tf1_ds16_dc3_ex2
1033,2,64,1,16,3,3,583377,2318.70703125,569.7041015625,dep2_h64_tf1_ds16_dc3_ex3
1034,2,64,1,16,3,4,648401,2572.76953125,633.2041015625,dep2_h64_tf1_ds16_dc3_ex4
1035,2,64,1,32,1,2,541905,2156.70703125,529.2041015625,dep2_h64_tf1_ds32_dc1_ex2
1036,2,64,1,32,1,3,618705,2456.70703125,604.2041015625,dep2_h64_tf1_ds32_dc1_ex3
1037,2,64,1,32,1,4,695505,2756.76953125,679.2041015625,dep2_h64_tf1_ds32_dc1_ex4
1038,2,64,1,32,2,2,542417,2158.70703125,529.7041015625,dep2_h64_tf1_ds32_dc2_ex2
1039,2,64,1,32,2,3,619473,2459.70703125,604.9541015625,dep2_h64_tf1_ds32_dc2_ex3
1040,2,64,1,32,2,4,696529,2760.76953125,680.2041015625,dep2_h64_tf1_ds32_dc2_ex4
1041,2,64,1,32,3,2,542929,2160.70703125,530.2041015625,dep2_h64_tf1_ds32_dc3_ex2
1042,2,64,1,32,3,3,620241,2462.70703125,605.7041015625,dep2_h64_tf1_ds32_dc3_ex3
1043,2,64,1,32,3,4,697553,2764.76953125,681.2041015625,dep2_h64_tf1_ds32_dc3_ex4
1044,2,64,2,4,1,2,626257,2503.7861328125,611.5791015625,dep2_h64_tf2_ds4_dc1_ex2
1045,2,64,2,4,1,3,736849,2935.7861328125,719.5791015625,dep2_h64_tf2_ds4_dc1_ex3
1046,2,64,2,4,1,4,847441,3367.8486328125,827.5791015625,dep2_h64_tf2_ds4_dc1_ex4
1047,2,64,2,4,2,2,627281,2507.7861328125,612.5791015625,dep2_h64_tf2_ds4_dc2_ex2
1048,2,64,2,4,2,3,738385,2941.7861328125,721.0791015625,dep2_h64_tf2_ds4_dc2_ex3
1049,2,64,2,4,2,4,849489,3375.8486328125,829.5791015625,dep2_h64_tf2_ds4_dc2_ex4
1050,2,64,2,4,3,2,628305,2511.7861328125,613.5791015625,dep2_h64_tf2_ds4_dc3_ex2
1051,2,64,2,4,3,3,739921,2947.7861328125,722.5791015625,dep2_h64_tf2_ds4_dc3_ex3
1052,2,64,2,4,3,4,851537,3383.8486328125,831.5791015625,dep2_h64_tf2_ds4_dc3_ex4
1053,2,64,2,8,1,2,638545,2551.7861328125,623.5791015625,dep2_h64_tf2_ds8_dc1_ex2
1054,2,64,2,8,1,3,755281,3007.7861328125,737.5791015625,dep2_h64_tf2_ds8_dc1_ex3
1055,2,64,2,8,1,4,872017,3463.8486328125,851.5791015625,dep2_h64_tf2_ds8_dc1_ex4
1056,2,64,2,8,2,2,639569,2555.7861328125,624.5791015625,dep2_h64_tf2_ds8_dc2_ex2
1057,2,64,2,8,2,3,756817,3013.7861328125,739.0791015625,dep2_h64_tf2_ds8_dc2_ex3
1058,2,64,2,8,2,4,874065,3471.8486328125,853.5791015625,dep2_h64_tf2_ds8_dc2_ex4
1059,2,64,2,8,3,2,640593,2559.7861328125,625.5791015625,dep2_h64_tf2_ds8_dc3_ex2
1060,2,64,2,8,3,3,758353,3019.7861328125,740.5791015625,dep2_h64_tf2_ds8_dc3_ex3
1061,2,64,2,8,3,4,876113,3479.8486328125,855.5791015625,dep2_h64_tf2_ds8_dc3_ex4
1062,2,64,2,16,1,2,663121,2647.93359375,647.5791015625,dep2_h64_tf2_ds16_dc1_ex2
1063,2,64,2,16,1,3,792145,3151.93359375,773.5791015625,dep2_h64_tf2_ds16_dc1_ex3
1064,2,64,2,16,1,4,921169,3655.99609375,899.5791015625,dep2_h64_tf2_ds16_dc1_ex4
1065,2,64,2,16,2,2,664145,2651.93359375,648.5791015625,dep2_h64_tf2_ds16_dc2_ex2
1066,2,64,2,16,2,3,793681,3157.93359375,775.0791015625,dep2_h64_tf2_ds16_dc2_ex3
1067,2,64,2,16,2,4,923217,3663.99609375,901.5791015625,dep2_h64_tf2_ds16_dc2_ex4
1068,2,64,2,16,3,2,665169,2655.93359375,649.5791015625,dep2_h64_tf2_ds16_dc3_ex2
1069,2,64,2,16,3,3,795217,3163.93359375,776.5791015625,dep2_h64_tf2_ds16_dc3_ex3
1070,2,64,2,16,3,4,925265,3671.99609375,903.5791015625,dep2_h64_tf2_ds16_dc3_ex4
1071,2,64,2,32,1,2,712273,2839.93359375,695.5791015625,dep2_h64_tf2_ds32_dc1_ex2
1072,2,64,2,32,1,3,865873,3439.93359375,845.5791015625,dep2_h64_tf2_ds32_dc1_ex3
1073,2,64,2,32,1,4,1019473,4039.99609375,995.5791015625,dep2_h64_tf2_ds32_dc1_ex4
1074,2,64,2,32,2,2,713297,2843.93359375,696.5791015625,dep2_h64_tf2_ds32_dc2_ex2
1075,2,64,2,32,2,3,867409,3445.93359375,847.0791015625,dep2_h64_tf2_ds32_dc2_ex3
1076,2,64,2,32,2,4,1021521,4047.99609375,997.5791015625,dep2_h64_tf2_ds32_dc2_ex4
1077,2,64,2,32,3,2,714321,2847.93359375,697.5791015625,dep2_h64_tf2_ds32_dc3_ex2
1078,2,64,2,32,3,3,868945,3451.93359375,848.5791015625,dep2_h64_tf2_ds32_dc3_ex3
1079,2,64,2,32,3,4,1023569,4055.99609375,999.5791015625,dep2_h64_tf2_ds32_dc3_ex4
1080,2,64,3,4,1,2,753617,3018.9072265625,735.9541015625,dep2_h64_tf3_ds4_dc1_ex2
1081,2,64,3,4,1,3,919505,3666.9072265625,897.9541015625,dep2_h64_tf3_ds4_dc1_ex3
1082,2,64,3,4,1,4,1085393,4315.0947265625,1059.9541015625,dep2_h64_tf3_ds4_dc1_ex4
1083,2,64,3,4,2,2,755153,3024.9072265625,737.4541015625,dep2_h64_tf3_ds4_dc2_ex2
1084,2,64,3,4,2,3,921809,3675.9072265625,900.2041015625,dep2_h64_tf3_ds4_dc2_ex3
1085,2,64,3,4,2,4,1088465,4327.0947265625,1062.9541015625,dep2_h64_tf3_ds4_dc2_ex4
1086,2,64,3,4,3,2,756689,3030.9072265625,738.9541015625,dep2_h64_tf3_ds4_dc3_ex2
1087,2,64,3,4,3,3,924113,3684.9072265625,902.4541015625,dep2_h64_tf3_ds4_dc3_ex3
1088,2,64,3,4,3,4,1091537,4339.0947265625,1065.9541015625,dep2_h64_tf3_ds4_dc3_ex4
1089,2,64,3,8,1,2,772049,3090.9072265625,753.9541015625,dep2_h64_tf3_ds8_dc1_ex2
1090,2,64,3,8,1,3,947153,3774.9072265625,924.9541015625,dep2_h64_tf3_ds8_dc1_ex3
1091,2,64,3,8,1,4,1122257,4459.0947265625,1095.9541015625,dep2_h64_tf3_ds8_dc1_ex4
1092,2,64,3,8,2,2,773585,3096.9072265625,755.4541015625,dep2_h64_tf3_ds8_dc2_ex2
1093,2,64,3,8,2,3,949457,3783.9072265625,927.2041015625,dep2_h64_tf3_ds8_dc2_ex3
1094,2,64,3,8,2,4,1125329,4471.0947265625,1098.9541015625,dep2_h64_tf3_ds8_dc2_ex4
1095,2,64,3,8,3,2,775121,3102.9072265625,756.9541015625,dep2_h64_tf3_ds8_dc3_ex2
1096,2,64,3,8,3,3,951761,3792.9072265625,929.4541015625,dep2_h64_tf3_ds8_dc3_ex3
1097,2,64,3,8,3,4,1128401,4483.0947265625,1101.9541015625,dep2_h64_tf3_ds8_dc3_ex4
1098,2,64,3,16,1,2,808913,3235.09765625,789.9541015625,dep2_h64_tf3_ds16_dc1_ex2
1099,2,64,3,16,1,3,1002449,3991.09765625,978.9541015625,dep2_h64_tf3_ds16_dc1_ex3
1100,2,64,3,16,1,4,1195985,4747.28515625,1167.9541015625,dep2_h64_tf3_ds16_dc1_ex4
1101,2,64,3,16,2,2,810449,3241.09765625,791.4541015625,dep2_h64_tf3_ds16_dc2_ex2
1102,2,64,3,16,2,3,1004753,4000.09765625,981.2041015625,dep2_h64_tf3_ds16_dc2_ex3
1103,2,64,3,16,2,4,1199057,4759.28515625,1170.9541015625,dep2_h64_tf3_ds16_dc2_ex4
1104,2,64,3,16,3,2,811985,3247.09765625,792.9541015625,dep2_h64_tf3_ds16_dc3_ex2
1105,2,64,3,16,3,3,1007057,4009.09765625,983.4541015625,dep2_h64_tf3_ds16_dc3_ex3
1106,2,64,3,16,3,4,1202129,4771.28515625,1173.9541015625,dep2_h64_tf3_ds16_dc3_ex4
1107,2,64,3,32,1,2,882641,3523.09765625,861.9541015625,dep2_h64_tf3_ds32_dc1_ex2
1108,2,64,3,32,1,3,1113041,4423.09765625,1086.9541015625,dep2_h64_tf3_ds32_dc1_ex3
1109,2,64,3,32,1,4,1343441,5323.28515625,1311.9541015625,dep2_h64_tf3_ds32_dc1_ex4
1110,2,64,3,32,2,2,884177,3529.09765625,863.4541015625,dep2_h64_tf3_ds32_dc2_ex2
1111,2,64,3,32,2,3,1115345,4432.09765625,1089.2041015625,dep2_h64_tf3_ds32_dc2_ex3
1112,2,64,3,32,2,4,1346513,5335.28515625,1314.9541015625,dep2_h64_tf3_ds32_dc2_ex4
1113,2,64,3,32,3,2,885713,3535.09765625,864.9541015625,dep2_h64_tf3_ds32_dc3_ex2
1114,2,64,3,32,3,3,1117649,4441.09765625,1091.4541015625,dep2_h64_tf3_ds32_dc3_ex3
1115,2,64,3,32,3,4,1349585,5347.28515625,1317.9541015625,dep2_h64_tf3_ds32_dc3_ex4
1116,2,64,4,4,1,2,880977,3534.0908203125,860.3291015625,dep2_h64_tf4_ds4_dc1_ex2
1117,2,64,4,4,1,3,1102161,4398.0908203125,1076.3291015625,dep2_h64_tf4_ds4_dc1_ex3
1118,2,64,4,4,1,4,1323345,5262.2783203125,1292.3291015625,dep2_h64_tf4_ds4_dc1_ex4
1119,2,64,4,4,2,2,883025,3542.0908203125,862.3291015625,dep2_h64_tf4_ds4_dc2_ex2
1120,2,64,4,4,2,3,1105233,4410.0908203125,1079.3291015625,dep2_h64_tf4_ds4_dc2_ex3
1121,2,64,4,4,2,4,1327441,5278.2783203125,1296.3291015625,dep2_h64_tf4_ds4_dc2_ex4
1122,2,64,4,4,3,2,885073,3550.0908203125,864.3291015625,dep2_h64_tf4_ds4_dc3_ex2
1123,2,64,4,4,3,3,1108305,4422.0908203125,1082.3291015625,dep2_h64_tf4_ds4_dc3_ex3
1124,2,64,4,4,3,4,1331537,5294.2783203125,1300.3291015625,dep2_h64_tf4_ds4_dc3_ex4
1125,2,64,4,8,1,2,905553,3630.0908203125,884.3291015625,dep2_h64_tf4_ds8_dc1_ex2
1126,2,64,4,8,1,3,1139025,4542.0908203125,1112.3291015625,dep2_h64_tf4_ds8_dc1_ex3
1127,2,64,4,8,1,4,1372497,5454.2783203125,1340.3291015625,dep2_h64_tf4_ds8_dc1_ex4
1128,2,64,4,8,2,2,907601,3638.0908203125,886.3291015625,dep2_h64_tf4_ds8_dc2_ex2
1129,2,64,4,8,2,3,1142097,4554.0908203125,1115.3291015625,dep2_h64_tf4_ds8_dc2_ex3
1130,2,64,4,8,2,4,1376593,5470.2783203125,1344.3291015625,dep2_h64_tf4_ds8_dc2_ex4
1131,2,64,4,8,3,2,909649,3646.0908203125,888.3291015625,dep2_h64_tf4_ds8_dc3_ex2
1132,2,64,4,8,3,3,1145169,4566.0908203125,1118.3291015625,dep2_h64_tf4_ds8_dc3_ex3
1133,2,64,4,8,3,4,1380689,5486.2783203125,1348.3291015625,dep2_h64_tf4_ds8_dc3_ex4
1134,2,64,4,16,1,2,954705,3822.32421875,932.3291015625,dep2_h64_tf4_ds16_dc1_ex2
1135,2,64,4,16,1,3,1212753,4830.32421875,1184.3291015625,dep2_h64_tf4_ds16_dc1_ex3
1136,2,64,4,16,1,4,1470801,5838.51171875,1436.3291015625,dep2_h64_tf4_ds16_dc1_ex4
1137,2,64,4,16,2,2,956753,3830.32421875,934.3291015625,dep2_h64_tf4_ds16_dc2_ex2
1138,2,64,4,16,2,3,1215825,4842.32421875,1187.3291015625,dep2_h64_tf4_ds16_dc2_ex3
1139,2,64,4,16,2,4,1474897,5854.51171875,1440.3291015625,dep2_h64_tf4_ds16_dc2_ex4
1140,2,64,4,16,3,2,958801,3838.32421875,936.3291015625,dep2_h64_tf4_ds16_dc3_ex2
1141,2,64,4,16,3,3,1218897,4854.32421875,1190.3291015625,dep2_h64_tf4_ds16_dc3_ex3
1142,2,64,4,16,3,4,1478993,5870.51171875,1444.3291015625,dep2_h64_tf4_ds16_dc3_ex4
1143,2,64,4,32,1,2,1053009,4206.32421875,1028.3291015625,dep2_h64_tf4_ds32_dc1_ex2
1144,2,64,4,32,1,3,1360209,5406.32421875,1328.3291015625,dep2_h64_tf4_ds32_dc1_ex3
1145,2,64,4,32,1,4,1667409,6606.51171875,1628.3291015625,dep2_h64_tf4_ds32_dc1_ex4
1146,2,64,4,32,2,2,1055057,4214.32421875,1030.3291015625,dep2_h64_tf4_ds32_dc2_ex2
1147,2,64,4,32,2,3,1363281,5418.32421875,1331.3291015625,dep2_h64_tf4_ds32_dc2_ex3
1148,2,64,4,32,2,4,1671505,6622.51171875,1632.3291015625,dep2_h64_tf4_ds32_dc2_ex4
1149,2,64,4,32,3,2,1057105,4222.32421875,1032.3291015625,dep2_h64_tf4_ds32_dc3_ex2
1150,2,64,4,32,3,3,1366353,5430.32421875,1334.3291015625,dep2_h64_tf4_ds32_dc3_ex3
1151,2,64,4,32,3,4,1675601,6638.51171875,1636.3291015625,dep2_h64_tf4_ds32_dc3_ex4
1152,3,8,1,4,1,2,14577,100.361328125,14.2353515625,dep3_h8_tf1_ds4_dc1_ex2
1153,3,8,1,4,1,3,15921,104.861328125,15.5478515625,dep3_h8_tf1_ds4_dc1_ex3
1154,3,8,1,4,1,4,17265,110.861328125,16.8603515625,dep3_h8_tf1_ds4_dc1_ex4
1155,3,8,1,4,2,2,14641,100.611328125,14.2978515625,dep3_h8_tf1_ds4_dc2_ex2
1156,3,8,1,4,2,3,16017,105.361328125,15.6416015625,dep3_h8_tf1_ds4_dc2_ex3
